Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65647306053ca25c7f5a9220,63408fcd2af6d768d5901d79,APPROVED,2023-11-27T10:45:11.576000Z,2023-11-27T11:28:40.655000Z,2023-11-27T11:28:41.188000Z,2023-11-27T11:28:41.139898Z,2610.0,C871QPIG,742,"German, English",35,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564733f884cd3527c7f016d,5a71c8ccb7fcdc0001e40726,APPROVED,2023-11-27T10:45:22.824000Z,2023-11-27T10:51:13.904000Z,2023-11-27T10:51:14.462000Z,2023-11-27T10:51:14.414463Z,352.0,C871QPIG,385,"German, English",28,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564735309f1b5df11f408a3,59e8bb5fe75b450001a69476,APPROVED,2023-11-27T10:45:45.794000Z,2023-11-27T10:59:42.940000Z,2023-11-27T10:59:43.497000Z,2023-11-27T10:59:43.430134Z,838.0,C871QPIG,304,"English, German",28,Female,White,Germany,Germany,Germany,German,No,Part-Time
6564739fbe8d06ab2a1afbea,5b327d06adb0f7000125460e,APPROVED,2023-11-27T10:46:59.082000Z,2023-11-27T10:56:47.423000Z,2023-11-27T10:56:48.085000Z,2023-11-27T10:56:48.038126Z,589.0,C871QPIG,305,"English, German",30,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
656473b2f17a3614f97ecd92,5bfc731ccb639b0001d70bed,APPROVED,2023-11-27T10:47:18.825000Z,2023-11-27T10:52:48.660000Z,2023-11-27T10:52:49.316000Z,2023-11-27T10:52:49.268722Z,330.0,C871QPIG,471,"English, German",26,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65647412007f6640bf545d41,646b607e88557c2ff4f0de85,APPROVED,2023-11-27T10:48:54.689000Z,2023-11-27T11:02:54.372000Z,2023-11-27T11:02:54.983000Z,2023-11-27T11:02:54.920799Z,840.0,C871QPIG,209,"English, German, Polish, Ukrainian, Russian",26,Female,White,Ukraine,Germany,Ukraine,Ukrainian,DATA_EXPIRED,DATA_EXPIRED
65647462e2f73b35fc5190d0,60d10503b38976552a1b35da,APPROVED,2023-11-27T10:50:12.856000Z,2023-11-27T10:57:12.032000Z,2023-11-27T10:57:12.532000Z,2023-11-27T10:57:12.483023Z,420.0,C871QPIG,876,"English, German",26,Male,White,Germany,Germany,Germany,German,No,Full-Time
656474732903211e6e3cadb7,645ce2931d1baba6794b39c8,APPROVED,2023-11-27T10:50:30.700000Z,2023-11-27T10:59:30.101000Z,2023-11-27T10:59:30.545000Z,2023-11-27T10:59:30.479887Z,540.0,C871QPIG,190,"English, German",26,Male,White,Germany,Germany,Germany,German,No,Full-Time
656475354ff6f6a9b0cf7c02,6543aeb6dd91d965fc3df508,APPROVED,2023-11-27T10:55:28.329000Z,2023-11-27T11:09:49.308000Z,2023-11-27T11:09:49.834000Z,2023-11-27T11:09:49.764506Z,861.0,C871QPIG,30,"English, German, Spanish",25,Female,White,Spain,Germany,Spain,Spanish,No,Due to start a new job within the next month
65647548e0479e99e929bf61,653fbb7899638eb02212c25b,APPROVED,2023-11-27T10:54:03.697000Z,2023-11-27T11:01:26.201000Z,2023-11-27T11:01:26.739000Z,2023-11-27T11:01:26.671570Z,443.0,C871QPIG,25,"English, German",44,Male,White,Germany,Germany,Germany,English,No,Part-Time
65647553be8d06ab2a1afc8d,637e78426355a0db6c8095c6,APPROVED,2023-11-27T10:54:14.975000Z,2023-11-27T11:03:38.835000Z,2023-11-27T11:03:39.517000Z,2023-11-27T11:03:39.449340Z,564.0,C871QPIG,218,"English, German",22,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564759415e7e38e14b5a39d,6516f474d21c67a9a5bbb712,APPROVED,2023-11-27T10:55:16.493000Z,2023-11-27T11:04:11.314000Z,2023-11-27T11:04:12.119000Z,2023-11-27T11:04:12.038742Z,535.0,C871QPIG,50,"German, French, English",18,Female,White,Germany,Germany,Germany,German,Yes,Full-Time
656475abb9b592ccbfcf7c6e,5c10fe729c4aaf000137f289,APPROVED,2023-11-27T11:00:28.719000Z,2023-11-27T11:16:45.629000Z,2023-11-27T11:16:46.204000Z,2023-11-27T11:16:46.144634Z,977.0,C871QPIG,285,"English, Turkish, German",31,Male,White,Turkey,Germany,Turkey,Turkish,No,Full-Time
656475ace2f73b35fc51918e,6523e02c2dcaf36fb1f55345,APPROVED,2023-11-27T10:55:43.406000Z,2023-11-27T11:03:42.329000Z,2023-11-27T11:03:42.891000Z,2023-11-27T11:03:42.805932Z,479.0,C871QPIG,35,"German, English",18,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
656475c2ce58b15d3c8b5c90,6535296b6c8c4e37803016fb,APPROVED,2023-11-27T10:56:17.090000Z,2023-11-27T11:10:56.665000Z,2023-11-27T11:10:57.329000Z,2023-11-27T11:10:57.258055Z,880.0,C871QPIG,42,"English, Turkish, German",41,Male,White,Turkey,Germany,Turkey,Turkish,No,Part-Time
6564765614ab2689267ece1f,64839079b18c747557018e44,APPROVED,2023-11-27T10:58:34.341000Z,2023-11-27T11:06:19.683000Z,2023-11-27T11:06:20.307000Z,2023-11-27T11:06:20.236192Z,466.0,C871QPIG,223,"English, German",18,Male,White,Germany,Germany,Germany,German,Yes,Other
656476672b4bce2a686af8db,610bb674df133ae257897d2b,APPROVED,2023-11-27T10:58:53.719000Z,2023-11-27T11:05:40.521000Z,2023-11-27T11:05:41.242000Z,2023-11-27T11:05:41.185934Z,407.0,C871QPIG,665,"English, German",26,Female,White,Germany,Germany,Germany,German,No,Part-Time
6564768de0479e99e929bfc4,6438b6ee0715799f959089aa,APPROVED,2023-11-27T10:59:43.948000Z,2023-11-27T11:16:54.023000Z,2023-11-27T11:16:54.574000Z,2023-11-27T11:16:54.514155Z,1031.0,C871QPIG,498,"German, English, Czech",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564769770363901857f02b1,61530557a58367a1f225bac9,APPROVED,2023-11-27T10:59:38.663000Z,2023-11-27T11:05:47.039000Z,2023-11-27T11:05:48.995000Z,2023-11-27T11:05:47.477901Z,369.0,C871QPIG,323,"English, German",41,Female,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
656476a282e7ad23ef5a92f7,633ddca746fbf59ca2e530aa,APPROVED,2023-11-27T10:59:54.705000Z,2023-11-27T11:08:35.417000Z,2023-11-27T11:08:37.587000Z,2023-11-27T11:08:35.868858Z,521.0,C871QPIG,174,"German, English",25,Male,White,Germany,Germany,Germany,German,Yes,Other
656476a6884cd3527c7f0204,63dd9f8c1038be507ab49559,APPROVED,2023-11-27T10:59:54.841000Z,2023-11-27T11:10:12.955000Z,2023-11-27T11:10:13.537000Z,2023-11-27T11:10:13.487078Z,619.0,C871QPIG,121,"German, English, Turkish",25,Male,Mixed,Germany,Germany,Turkey,Turkish,No,Full-Time
656476b00f017b50685115f2,6521a4e4aef535bd5ba816e5,AWAITING REVIEW,2023-11-27T11:06:21.368000Z,2023-11-27T11:14:54.009000Z,,2023-11-27T11:14:54.514899Z,513.0,NOCODE,9,"English, German",20,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
656476b3edc7b0eea39e6b8a,64453d9363a10012ae0aa2c7,APPROVED,2023-11-27T11:00:07.200000Z,2023-11-27T11:05:05.571000Z,2023-11-27T11:05:06.160000Z,2023-11-27T11:05:06.090100Z,299.0,C871QPIG,108,"English, German",22,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
656476b78aa2cfd55cc37818,644d34d9a000bd65374b345d,APPROVED,2023-11-27T11:00:12.868000Z,2023-11-27T11:07:38.187000Z,2023-11-27T11:07:38.674000Z,2023-11-27T11:07:38.606989Z,446.0,C871QPIG,66,"Croatian, German, English",35,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Full-Time
6564776309f1b5df11f40a14,65457af74c04b0c69fc8bcd3,APPROVED,2023-11-27T11:03:17.288000Z,2023-11-27T11:15:19.811000Z,2023-11-27T11:15:20.925000Z,2023-11-27T11:15:20.865687Z,723.0,C871QPIG,2,German,26,Male,White,Turkey,Germany,Turkey,Turkish,Yes,Part-Time
6564776e90267b5280aaf328,6557aae56e15c3f1a9f3e4d5,APPROVED,2023-11-27T11:03:43.203000Z,2023-11-27T11:16:04.437000Z,2023-11-27T11:16:05.176000Z,2023-11-27T11:16:05.124824Z,742.0,C871QPIG,3,"English, German",26,Female,Mixed,Turkey,Germany,Turkey,Turkish,Yes,Part-Time
65647772558565ba95c7e061,627bbeed373435388f779668,APPROVED,2023-11-27T11:03:17.958000Z,2023-11-27T11:13:13.243000Z,2023-11-27T11:13:13.759000Z,2023-11-27T11:13:13.708077Z,596.0,C871QPIG,303,"German, English",20,Male,White,Germany,Germany,Germany,German,Yes,DATA_EXPIRED
6564777c1d4b7b347b6af97e,6537c0245df00b5492b55608,APPROVED,2023-11-27T11:03:28.300000Z,2023-11-27T11:11:18.387000Z,2023-11-27T11:11:19.373000Z,2023-11-27T11:11:19.306911Z,471.0,C871QPIG,22,"English, German",20,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
656477a6286cdfd4ce2ab1e2,650c42b04e90f6c176d20f48,APPROVED,2023-11-27T11:04:11.319000Z,2023-11-27T11:16:18.355000Z,2023-11-27T11:16:18.881000Z,2023-11-27T11:16:18.814698Z,728.0,C871QPIG,90,"English, German, Turkish",22,Male,White,Germany,Germany,Germany,German,Yes,Other
656477df6ccb63938533f3da,64629020124faf20492db9b0,APPROVED,2023-11-27T11:05:05.428000Z,2023-11-27T11:14:01.908000Z,2023-11-27T11:14:02.469000Z,2023-11-27T11:14:02.407987Z,537.0,C871QPIG,242,"German, English, Italian",27,Male,White,Germany,Germany,Germany,German,No,Full-Time
656477f1b9b592ccbfcf7d15,631e2a3b55a31e120ef8e743,APPROVED,2023-11-27T11:05:24.641000Z,2023-11-27T11:12:16.327000Z,2023-11-27T11:12:16.829000Z,2023-11-27T11:12:16.758929Z,412.0,C871QPIG,68,"English, German",19,Male,White,Germany,Germany,Germany,German,Yes,DATA_EXPIRED
6564780b74362e490db5948a,5cb19af6c642510015463de2,APPROVED,2023-11-27T11:05:53.108000Z,2023-11-27T11:15:53.764000Z,2023-11-27T11:15:54.587000Z,2023-11-27T11:15:54.544413Z,601.0,C871QPIG,643,German,35,Male,White,Germany,Germany,Germany,German,No,Full-Time
65647837006eb2fcbbaaccef,6523fae070b5614ae54067eb,APPROVED,2023-11-27T11:06:54.237000Z,2023-11-27T11:15:40.481000Z,2023-11-27T11:15:41.049000Z,2023-11-27T11:15:40.985585Z,527.0,C871QPIG,7,"Kurdish, Turkish, German",33,Male,Asian,Turkey,Germany,Turkey,Kurdish,No,Part-Time
65647838d30042020573192b,642952bd9fdb0f5ebda6e718,APPROVED,2023-11-27T11:06:36.535000Z,2023-11-27T11:11:54.649000Z,2023-11-27T11:11:55.954000Z,2023-11-27T11:11:55.879100Z,319.0,C871QPIG,185,"English, German",21,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
6564783c1c31b3c62bdbba2a,5b58b8e08fddf40001097dc5,APPROVED,2023-11-27T11:06:40.571000Z,2023-11-27T11:13:20.908000Z,2023-11-27T11:13:21.420000Z,2023-11-27T11:13:21.358269Z,401.0,C871QPIG,536,German,35,Female,White,United Kingdom,Germany,United Kingdom,English,No,Part-Time
6564784d5b340b79afb88164,65367487f0d1c1607d3665c9,APPROVED,2023-11-27T11:06:59.928000Z,2023-11-27T11:15:38.148000Z,2023-11-27T11:15:38.613000Z,2023-11-27T11:15:38.565342Z,519.0,C871QPIG,38,"English, German, Turkish",47,Male,Mixed,Germany,Germany,Germany,German,No,Full-Time
6564786f8c74a12d37f6ab5e,5ba1606a7afca3000194ff8a,APPROVED,2023-11-27T11:07:30.788000Z,2023-11-27T11:14:51.596000Z,2023-11-27T11:14:52.121000Z,2023-11-27T11:14:52.056834Z,441.0,C871QPIG,896,"English, German",38,Male,White,France,Germany,Germany,French,DATA_EXPIRED,DATA_EXPIRED
65647870edc7b0eea39e6be9,6516d489e5b8acad58bbd9e5,APPROVED,2023-11-27T11:07:32.859000Z,2023-11-27T11:18:49.377000Z,2023-11-27T11:18:49.991000Z,2023-11-27T11:18:49.926078Z,677.0,C871QPIG,12,"German, English",31,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564787f7a92f010fcea6816,627d6dfb32131b47c91c4994,APPROVED,2023-11-27T11:07:50.350000Z,2023-11-27T11:13:06.448000Z,2023-11-27T11:13:07.017000Z,2023-11-27T11:13:06.955393Z,317.0,C871QPIG,384,"Farsi, German, English",37,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Full-Time
656478931acb552f3f545e9e,63616e1a4ed774ed3612fee8,APPROVED,2023-11-27T11:08:07.128000Z,2023-11-27T11:11:20.033000Z,2023-11-27T11:11:20.609000Z,2023-11-27T11:11:20.538930Z,193.0,C871QPIG,582,"English, German, French",32,Male,White,Germany,Germany,Germany,German,No,Full-Time
656478a28b0bb497448526b9,646dc14e28531e7b267adb50,APPROVED,2023-11-27T11:08:21.398000Z,2023-11-27T11:16:00.720000Z,2023-11-27T11:16:01.585000Z,2023-11-27T11:16:01.513226Z,460.0,C871QPIG,269,"English, German, Russian",34,Male,White,Kazakhstan,Germany,Germany,German,No,Full-Time
656478ad44118c2a85f409b8,60e4add054c6228f85bc2d8f,APPROVED,2023-11-27T11:08:32.996000Z,2023-11-27T11:13:23.522000Z,2023-11-27T11:13:24.041000Z,2023-11-27T11:13:23.975852Z,291.0,C871QPIG,443,"English, German, Spanish",28,Male,Mixed,Morocco,Germany,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
656478b497d7cb17a96f67c4,63456ccb7a78c1c4821b23ca,APPROVED,2023-11-27T11:08:39.753000Z,2023-11-27T11:18:25.391000Z,2023-11-27T11:18:25.939000Z,2023-11-27T11:18:25.881710Z,586.0,C871QPIG,640,"German, English",34,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
656478fde2f73b35fc5192a3,6046ac1161b60d0fc94b0000,APPROVED,2023-11-27T11:10:22.746000Z,2023-11-27T11:17:00.468000Z,2023-11-27T11:17:01.195000Z,2023-11-27T11:17:01.121644Z,398.0,C871QPIG,598,"German, English",28,Male,White,Germany,Germany,Germany,German,No,Full-Time
65647af31c31b3c62bdbbb23,5de9640135575a094b88a743,APPROVED,2023-11-27T11:18:40.054000Z,2023-11-27T11:31:01.190000Z,2023-11-27T11:31:01.751000Z,2023-11-27T11:31:01.666517Z,742.0,C871QPIG,125,"English, Spanish, German",27,Male,Mixed,Guatemala,Germany,Guatemala,Spanish,Yes,Part-Time
65647afe16fe1afbfca3333c,63380d52d7356fb9b1717157,APPROVED,2023-11-27T11:18:27.958000Z,2023-11-27T11:27:54.267000Z,2023-11-27T11:27:54.863000Z,2023-11-27T11:27:54.786958Z,567.0,C871QPIG,69,"English, German",24,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65647b09aab86cad45aace22,5e9f28299286a70a21369a87,APPROVED,2023-11-27T11:18:36.855000Z,2023-11-27T11:29:58.634000Z,2023-11-27T11:29:59.165000Z,2023-11-27T11:29:59.118833Z,682.0,C871QPIG,268,"English, German",37,Female,Mixed,Germany,Germany,Germany,German,DATA_EXPIRED,Part-Time
65647b096ccb63938533f4b9,638ed86846c962fc524cc8d1,APPROVED,2023-11-27T11:18:37.524000Z,2023-11-27T11:26:41.330000Z,2023-11-27T11:26:41.887000Z,2023-11-27T11:26:41.836210Z,484.0,C871QPIG,103,"Czech, English, German, Italian",22,Female,White,Germany,Germany,Germany,German,Yes,Other
65647bad6ccb63938533f4e4,611187a2ddd0d61034c16424,APPROVED,2023-11-27T11:21:23.517000Z,2023-11-27T11:32:07.831000Z,2023-11-27T11:32:13.587000Z,2023-11-27T11:32:08.503861Z,645.0,C871QPIG,109,"English, German",20,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65647bb01d4b7b347b6afadb,603a80b01bb75f608c3dbb0d,APPROVED,2023-11-27T11:21:20.915000Z,2023-11-27T11:28:56.943000Z,2023-11-27T11:28:57.525000Z,2023-11-27T11:28:57.457994Z,457.0,C871QPIG,812,"English, German, French",37,Male,White,Germany,Germany,Germany,German,No,Part-Time
65647bc14291ce8889aaf31c,6543cbb6e554d07ea95a1db8,APPROVED,2023-11-27T11:21:37.549000Z,2023-11-27T11:25:52.630000Z,2023-11-27T11:25:53.167000Z,2023-11-27T11:25:53.113531Z,256.0,C871QPIG,37,"German, English, Turkish",24,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65647bd94291ce8889aaf320,652bf2ec43610c94468998c9,APPROVED,2023-11-27T11:22:08.542000Z,2023-11-27T11:29:03.511000Z,2023-11-27T11:29:04.120000Z,2023-11-27T11:29:04.061671Z,415.0,C871QPIG,50,German,34,Male,White,Turkey,Germany,Turkey,Turkish,Yes,Full-Time
65647bd914ab2689267ecfc7,6280d0d3cd36485d6a9944ca,APPROVED,2023-11-27T11:31:06.014000Z,2023-11-27T11:43:10.626000Z,2023-11-27T11:43:11.306000Z,2023-11-27T11:43:11.203366Z,725.0,C871QPIG,144,"English, German",28,Male,White,Germany,Germany,Germany,German,Yes,Other
65647bddd300420205731a06,650ff7a187874a12d765b5ef,APPROVED,2023-11-27T11:23:04.414000Z,2023-11-27T11:29:04.689000Z,2023-11-27T11:29:05.515000Z,2023-11-27T11:29:05.427929Z,361.0,C871QPIG,18,"German, English",33,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65647c22bce972cb37248468,65385f165d9e107d07d7c3f5,APPROVED,2023-11-27T11:23:19.071000Z,2023-11-27T11:32:07.561000Z,2023-11-27T11:32:08.296000Z,2023-11-27T11:32:08.251569Z,529.0,C871QPIG,41,"German, English",27,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65647c37be8d06ab2a1afebe,653a69022eb52762a99cdc22,APPROVED,2023-11-27T11:25:24.246000Z,2023-11-27T11:31:28.739000Z,2023-11-27T11:31:29.399000Z,2023-11-27T11:31:29.342702Z,365.0,C871QPIG,39,"German, English",22,Male,White,Germany,Germany,Germany,German,No,Full-Time
65647c78f7c339b6d79e6ddd,631688f3ae7064f6b389cfbd,APPROVED,2023-11-27T11:24:50.854000Z,2023-11-27T11:31:20.600000Z,2023-11-27T11:31:21.188000Z,2023-11-27T11:31:21.115982Z,390.0,C871QPIG,328,German,24,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65647c89b9b592ccbfcf7e8c,64f8b90b9d9936517fa3ca1c,APPROVED,2023-11-27T11:30:55.837000Z,2023-11-27T11:38:47.955000Z,2023-11-27T11:38:48.497000Z,2023-11-27T11:38:48.414049Z,473.0,C871QPIG,30,"German, English",23,Male,Mixed,Germany,Germany,Germany,German,No,Due to start a new job within the next month
65647ca34291ce8889aaf345,6560c1ff0b97f1d037b3c2dd,APPROVED,2023-11-27T11:25:29.446000Z,2023-11-27T11:35:30.231000Z,2023-11-27T11:35:31.163000Z,2023-11-27T11:35:31.093681Z,601.0,C871QPIG,0,"German, English",23,Female,White,Germany,Germany,Germany,German,Yes,Other
65647cacb9b592ccbfcf7e95,6441a254a387409ea3ef316b,APPROVED,2023-11-27T11:25:38.037000Z,2023-11-27T11:32:02.445000Z,2023-11-27T11:32:03.024000Z,2023-11-27T11:32:02.984224Z,385.0,C871QPIG,23,"English, German, Spanish",24,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
6564827e3a17fa6be048e4e7,5fff0b0bcbc37a5f5928ed26,APPROVED,2023-11-27T11:50:22.645000Z,2023-11-27T11:57:58.993000Z,2023-11-27T11:57:59.814000Z,2023-11-27T11:57:59.770451Z,457.0,C871QPIG,1578,"English, German",41,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631058ebde63a4d1e415e9,650455b9cde6207c1ebd732b,RETURNED,2023-11-26T09:41:04.283000Z,,,,,,33,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6563111e43463427fd171198,5ed0f32322df27000b6a5cbb,RETURNED,2023-11-26T09:34:25.777000Z,,,,,,98,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6563114b94d42b4d11185900,5906ff5f0070cb000186b5fb,RETURNED,2023-11-26T09:36:18.491000Z,,,,,,1122,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
656313c0d1a9b204bab3775e,64483a04905bcd4a0e0b21e7,RETURNED,2023-11-26T09:45:36.319000Z,,,,,,270,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6563151052624795c40b4a78,627e7906b82dabdbe672cdd1,RETURNED,2023-11-26T09:51:17.308000Z,,,,,,549,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65631538e4e979a116eeed02,5caa1d2a4be4c60001efca92,RETURNED,2023-11-26T09:51:54.242000Z,,,,,,772,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
656319cb5c84d167b9424aea,652d6b317dbb2b3e923226f3,RETURNED,2023-11-26T10:11:33.666000Z,,,,,,12,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
